title,price,link_item,index_,discount_idx,discount_percent_list,countReviews,type,category,subcaetegory,official_idx,official
Áo Gi Lê Nổi Tiếng Trên Mạng Áo Không Tay Áo Khoác Dệt Kim Áo Len Mặc Ngoài Mặc Trong Phong Cách Hàn Quốc Cảm Giác Thiết Kế Phong Cách Lười Rộng Rãi Cho Nữ Áo Dệt Kim,88.000 ₫,https://www.lazada.vn/products/ao-gi-le-noi-tieng-tren-mang-ao-khong-tay-ao-khoac-det-kim-ao-len-mac-ngoai-mac-trong-phong-cach-han-quoc-cam-giac-thiet-ke-phong-cach-luoi-rong-rai-cho-nu-ao-det-kim-i1709025666.html,4,4,,"138 Đã bán
(35)
Nước ngoài",lazada,woman,aolen,4,
Áo Len 3 Lỗ Sát Nách Nữ Croptop Chất Đẹp,75.000 ₫,https://www.lazada.vn/products/ao-len-3-lo-sat-nach-nu-croptop-chat-dep-i2402769878.html,5,5,,"12 Đã bán
(3)
Hà Nội",lazada,woman,aolen,5,
Áo Dệt Kim Cổ Chữ V Kẻ Sọc Mùa Hè Áo Thun Ngắn Tay Áo Phong Cách CHANEL Cổ Tròn Mẫu Mới Năm 2024 Kiểu Mỏng Nữ,388.000 ₫,https://www.lazada.vn/products/ao-det-kim-co-chu-v-ke-soc-mua-he-ao-thun-ngan-tay-ao-phong-cach-chanel-co-tron-mau-moi-nam-2024-kieu-mong-nu-i2435588066.html,6,6,,Nước ngoài,lazada,woman,aolen,6,
Áo Dệt Kim Phong Cách Hàn Quốc 2023 Áo Cardigan Áo Khoác Nhỏ Hở Rốn Cạp Cao Mẫu Siêu Ngắn Instagram Cổ V Cổ Điển Mẫu Mỏng Xuân Thu Cho Nữ Sành Điệu,263.000 ₫,https://www.lazada.vn/products/ao-det-kim-phong-cach-han-quoc-2023-ao-cardigan-ao-khoac-nho-ho-ron-cap-cao-mau-sieu-ngan-instagram-co-v-co-dien-mau-mong-xuan-thu-cho-nu-sanh-dieu-i1897324828.html,7,7,,"52 Đã bán
(16)
Nước ngoài",lazada,woman,aolen,7,
Áo Len Vặn Thừng Màu Đỏ Mẫu Ngắn Thu Đông Thương Hiệu Cắt Nhãn Mác Giảm Giá Áo Dệt Kim Cổ Polo Phong Cách Lười Cho Nữ,165.000 ₫,https://www.lazada.vn/products/ao-len-van-thung-mau-do-mau-ngan-thu-dong-thuong-hieu-cat-nhan-mac-giam-gia-ao-det-kim-co-polo-phong-cach-luoi-cho-nu-i2489989969.html,8,8,,"7 Đã bán
(3)
Nước ngoài",lazada,woman,aolen,8,
"Áo Khoác Cardigan Nữ Caro In Hình Thỏ Chất Nỉ Ulzzang Hàn Quốc Phong Cách Basic Form Rộng Unisex Đi Chơi, Đi Học, Đi Du Lịch Đều Xinh VA47",38.000 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-nu-caro-in-hinh-tho-chat-ni-ulzzang-han-quoc-phong-cach-basic-form-rong-unisex-di-choi-di-hoc-di-du-lich-deu-xinh-va47-i2394333347.html,9,9,,"29 Đã bán
(9)
Hồ Chí Minh",lazada,woman,aolen,9,
Áo Len Mềm Mại Nổi Tiếng Trên Mạng Trang Phục Nữ Mẫu Mới 2021 Mùa Đầu Xuân Cho Nữ Áo Khoác Cardigan Dệt Kim Vặn Thừng Mặc Ngoài Rộng Rãi Phong Cách Tây,177.000 ₫,https://www.lazada.vn/products/ao-len-mem-mai-noi-tieng-tren-mang-trang-phuc-nu-mau-moi-2021-mua-dau-xuan-cho-nu-ao-khoac-cardigan-det-kim-van-thung-mac-ngoai-rong-rai-phong-cach-tay-i1460962823.html,10,10,,"112 Đã bán
(25)
Nước ngoài",lazada,woman,aolen,10,
Mùa Thu Và Mùa Đông Quần Áo Dệt Kim Trễ Vai Dài Tay Cho Nữ Áo Ôm,105.525 ₫,https://www.lazada.vn/products/mua-thu-va-mua-dong-quan-ao-det-kim-tre-vai-dai-tay-cho-nu-ao-om-i2199589975.html,11,11,,"50 Đã bán
(19)
Hồ Chí Minh",lazada,woman,aolen,11,
Áo Len Dệt Kim Xuân Thu Thời Trang Cho Nữ Tay Dài Phần Mỏng Rời Với Dạ Nỉ Rỗng Các Yếu Tố Eo,55.000 ₫,https://www.lazada.vn/products/ao-len-det-kim-xuan-thu-thoi-trang-cho-nu-tay-dai-phan-mong-roi-voi-da-ni-rong-cac-yeu-to-eo-i2644739240.html,12,12,Giá Chào Sàn,Nước ngoài,lazada,woman,aolen,12,
"Áo khoác cardigan nữ họa tiết ô vuông màu hồng trắng, Cardigan NỈ form rộng dày dặn mặc mùa đông",69.000 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-nu-hoa-tiet-o-vuong-mau-hong-trang-cardigan-ni-form-rong-day-dan-mac-mua-dong-i2427714456.html,13,13,,"74 Đã bán
(26)
Hà Nội",lazada,woman,aolen,13,
[Hoàn tiền 20%] Áo Khoác Cardigan Nam Nữ Chất Len tăm & Tăm zip màu Xám Sọc Viền Đỏ & Xanh Cúc Cài Form Nữ Bó (thomb New),75.000 ₫,https://www.lazada.vn/products/hoan-tien-20-ao-khoac-cardigan-nam-nu-chat-len-tam-tam-zip-mau-xam-soc-vien-do-xanh-cuc-cai-form-nu-bo-thomb-new-i2067422507.html,14,14,,"44 Đã bán
(12)
Hà Nội",lazada,woman,aolen,14,
Hàng Tốt Trang Phục Mùa Thu 202401 Áo Khoác Len Cardigan Cho Nữ Trang Phục Nữ Mẫu Mới Phong Cách Hàn Quốc Màu Trơn Rộng Rãi Dễ Phối Học Sinh Liền Mũ,73.500 ₫,https://www.lazada.vn/products/hang-tot-trang-phuc-mua-thu-202401-ao-khoac-len-cardigan-cho-nu-trang-phuc-nu-mau-moi-phong-cach-han-quoc-mau-tron-rong-rai-de-phoi-hoc-sinh-lien-mu-i2640360459.html,15,15,Giá Chào Sàn,Nước ngoài,lazada,woman,aolen,15,
Áo Cardigan Đục Lỗ Mẫu Mỏng Màu Trắng Áo Khoác Móc Hoa Ren Rộng Rãi Dễ Phối Mẫu Ngắn Mẫu Mới Mùa Hè Cho Nữ Áo Choàng Phối Bên Ngoài,211.000 ₫,https://www.lazada.vn/products/ao-cardigan-duc-lo-mau-mong-mau-trang-ao-khoac-moc-hoa-ren-rong-rai-de-phoi-mau-ngan-mau-moi-mua-he-cho-nu-ao-choang-phoi-ben-ngoai-i1929291311.html,16,16,,"79 Đã bán
(18)
Nước ngoài",lazada,woman,aolen,16,
Áo Len Ngắn Tay Mongtoghi Kẻ Sọc Cổ Polo UNDERCOOL Chất len montoghi kẻ sọc ngang cổ sơ mi Hàn Quốc,135.000 ₫,https://www.lazada.vn/products/ao-len-ngan-tay-mongtoghi-ke-soc-co-polo-undercool-chat-len-montoghi-ke-soc-ngang-co-so-mi-han-quoc-i2387601024.html,17,17,,"63 Đã bán
(22)
Hà Nội",lazada,woman,aolen,17,Official
Áo len thu đông-Áo len côc tay cổ tròn dệt gân đũa kiểu bassic,82.000 ₫,https://www.lazada.vn/products/ao-len-thu-dong-ao-len-coc-tay-co-tron-det-gan-dua-kieu-bassic-i1952358597.html,18,18,,"87 Đã bán
(32)
Hà Nội",lazada,woman,aolen,18,
Áo Len Cổ Bẻ Có Khóa Kéo Nửa Bánh Quế Cổ Điển Cho Nam Áo Khoác Dáng Rộng Thường Ngày Kẻ Caro Thường Ngày Xu Hướng Thu Đông,175.322 ₫,https://www.lazada.vn/products/ao-len-co-be-co-khoa-keo-nua-banh-que-co-dien-cho-nam-ao-khoac-dang-rong-thuong-ngay-ke-caro-thuong-ngay-xu-huong-thu-dong-i2125093329.html,19,19,,"45 Đã bán
(13)
Nước ngoài",lazada,woman,aolen,19,
Áo Chạm Rỗng Mẫu Mới Trang Phục Xuân Hè Cho Nữ Cộc Tay Dệt Kim Mỏng Áo Lưới Mặc Bên Ngoài Áo Màu Trơn Mẫu Ngắn Áo Cánh Áo Thun Chui Đầu,71.000 ₫,https://www.lazada.vn/products/ao-cham-rong-mau-moi-trang-phuc-xuan-he-cho-nu-coc-tay-det-kim-mong-ao-luoi-mac-ben-ngoai-ao-mau-tron-mau-ngan-ao-canh-ao-thun-chui-dau-i1865719667.html,20,20,,"95 Đã bán
(20)
Nước ngoài",lazada,woman,aolen,20,
IEF Áo len nữ form rộng phong cách hàn quốc áo len dài tay cổ ngắn màu trơn áo khoác nữ cạp cao cá tính áo crop top cho nữ2024,140.000 ₫,https://www.lazada.vn/products/ief-ao-len-nu-form-rong-phong-cach-han-quoc-ao-len-dai-tay-co-ngan-mau-tron-ao-khoac-nu-cap-cao-ca-tinh-ao-crop-top-cho-nu2024-i2047180938.html,21,21,,"158 Đã bán
(67)
Nước ngoài",lazada,woman,aolen,21,Official
Áo Len Chui Đầu Acrylic Nữ Tay Dài Cho Chợ Đêm Slim Fit Cổ Dệt Kim Hàng Đầu Cho Mùa Thu Đông,32.500 ₫,https://www.lazada.vn/products/ao-len-chui-dau-acrylic-nu-tay-dai-cho-cho-dem-slim-fit-co-det-kim-hang-dau-cho-mua-thu-dong-i2644843133.html,22,22,Giá Chào Sàn,"(1)
Nước ngoài",lazada,woman,aolen,22,
Áo Khoác Nỉ Cardigan Nam Nữ Kiểu Cúc Bấm In Hình Mặt Cười Vải Nỉ Cao Cấp,49.000 ₫,https://www.lazada.vn/products/ao-khoac-ni-cardigan-nam-nu-kieu-cuc-bam-in-hinh-mat-cuoi-vai-ni-cao-cap-i2070755370.html,23,23,,"5 Đã bán
(4)
Hồ Chí Minh",lazada,woman,aolen,23,
áo len cổ lọ siêu xinh TT 35,1.000 ₫,https://www.lazada.vn/products/ao-len-co-lo-sieu-xinh-tt-35-i2037110125.html,24,24,,"60 Đã bán
(23)
Hồ Chí Minh",lazada,woman,aolen,24,
Laz nigori Áo mùa thu và mùa đông nữ dệt kim bên trong áo sơ mi dài tay cổ không đều,114.000 ₫,https://www.lazada.vn/products/laz-nigori-ao-mua-thu-va-mua-dong-nu-det-kim-ben-trong-ao-so-mi-dai-tay-co-khong-deu-i2408946476.html,25,25,,"68 Đã bán
(49)
Nước ngoài",lazada,woman,aolen,25,Official
Áo khoác cardigan phối lai xanh form rộng siêu đẹp chất nỉ dày dặn nam nữ unisex HYPRETTY 02,85.000 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-phoi-lai-xanh-form-rong-sieu-dep-chat-ni-day-dan-nam-nu-unisex-hypretty-02-i2541766265.html,26,26,,Hồ Chí Minh,lazada,woman,aolen,26,
Áo Khoác Len Dệt Kim Áo Chống Nắng Màu Trắng Vải Viscose Cổ Chữ V Phối Bên Ngoài Cho Nữ Mẫu Mỏng Mùa Hè Áo Khoác Áo Mẫu Ngắn,161.000 ₫,https://www.lazada.vn/products/ao-khoac-len-det-kim-ao-chong-nang-mau-trang-vai-viscose-co-chu-v-phoi-ben-ngoai-cho-nu-mau-mong-mua-he-ao-khoac-ao-mau-ngan-i1894032457.html,27,27,,"152 Đã bán
(32)
Nước ngoài",lazada,woman,aolen,27,
Trang Phục Mùa Hè Áo Lưới Dài Tay Dệt Kim Có Lỗ Áo Cánh Dơi Mẫu Mới Xuân Thu Cho Nữ Áo Len Mẫu Mỏng Cho Nữ Áo Cổ Chữ V Rộng Rãi,92.000 ₫,https://www.lazada.vn/products/trang-phuc-mua-he-ao-luoi-dai-tay-det-kim-co-lo-ao-canh-doi-mau-moi-xuan-thu-cho-nu-ao-len-mau-mong-cho-nu-ao-co-chu-v-rong-rai-i1988333781.html,28,28,,"106 Đã bán
(21)
Hồ Chí Minh",lazada,woman,aolen,28,
Áo Dệt Kim Cardigan Áo Khoác Mỏng Áo Choàng Nhỏ Chống Nắng Mẫu Ngắn Trang Phục Nữ Mẫu Mới Xuân Hè Áo Len 2020 Áo Điều Hòa Dài Tay,114.000 ₫,https://www.lazada.vn/products/ao-det-kim-cardigan-ao-khoac-mong-ao-choang-nho-chong-nang-mau-ngan-trang-phuc-nu-mau-moi-xuan-he-ao-len-2020-ao-dieu-hoa-dai-tay-i2399159186.html,29,29,,"444 Đã bán
(115)
Nước ngoài",lazada,woman,aolen,29,
Áo Cổ Chữ V Áo Cardigan Dệt Kim Bm Mẫu Ngắn Màu Đen Tay Ngắn Vải Viscose Mẫu Mỏng Dịu Dàng Cổ Điển Mẫu Mới 2023 Xuân Hè Cho Nữ,87.000 ₫,https://www.lazada.vn/products/ao-co-chu-v-ao-cardigan-det-kim-bm-mau-ngan-mau-den-tay-ngan-vai-viscose-mau-mong-diu-dang-co-dien-mau-moi-2023-xuan-he-cho-nu-i1936764339.html,30,30,,"72 Đã bán
(16)
Nước ngoài",lazada,woman,aolen,30,
"Áo len dáng ngắn croptop cổ vuông, Áo len mỏng ngắn tay croptop AL6610 - NhiNhi Shop",79.000 ₫,https://www.lazada.vn/products/ao-len-dang-ngan-croptop-co-vuong-ao-len-mong-ngan-tay-croptop-al6610-nhinhi-shop-i2473527734.html,31,31,,"7 Đã bán
(2)
Hà Nội",lazada,woman,aolen,31,
Áo khoác tay bồng chất thun gân k9,47.000 ₫,https://www.lazada.vn/products/ao-khoac-tay-bong-chat-thun-gan-k9-i2167858766.html,32,32,,"112 Đã bán
(23)
Hồ Chí Minh",lazada,woman,aolen,32,
Áo Cardigan Dệt Kim Có LỖ Áo Khoác Mẫu Ngắn Áo Len Nữ Áo Xuân Thu Dài Tay Mẫu Mới Năm 2024 Mẫu Mỏng Phối Bên Ngoài,110.000 ₫,https://www.lazada.vn/products/ao-cardigan-det-kim-co-lo-ao-khoac-mau-ngan-ao-len-nu-ao-xuan-thu-dai-tay-mau-moi-nam-2024-mau-mong-phoi-ben-ngoai-i2381365973.html,33,33,,"97 Đã bán
(35)
Hồ Chí Minh",lazada,woman,aolen,33,
"ÁO khoác cardigran đủ màu, Áo thun gân tăm co dãn cổ tim đính nút to ôm body tay dài croptop vải dày dặn nhiều màu",47.000 ₫,https://www.lazada.vn/products/ao-khoac-cardigran-du-mau-ao-thun-gan-tam-co-dan-co-tim-dinh-nut-to-om-body-tay-dai-croptop-vai-day-dan-nhieu-mau-i2393939579.html,34,34,,"52 Đã bán
(11)
Hồ Chí Minh",lazada,woman,aolen,34,
Áo khoác len croptop 1 nút tay dài phối đầm,99.000 ₫,https://www.lazada.vn/products/ao-khoac-len-croptop-1-nut-tay-dai-phoi-dam-i949942296.html,35,35,,"223 Đã bán
(43)
Hồ Chí Minh",lazada,woman,aolen,35,
"Áo Khoác Nỉ Cagrian Chất Nỉ PE Dày Dặn Cao Cấp,In Họa Tiết Trái Tim Siêu Cute Dễ Thương__TAY",39.000 ₫,https://www.lazada.vn/products/ao-khoac-ni-cagrian-chat-ni-pe-day-dan-cao-capin-hoa-tiet-trai-tim-sieu-cute-de-thuong__tay-i1966691363.html,36,36,,"6 Đã bán
(3)
Hồ Chí Minh",lazada,woman,aolen,36,
"Áo khoác Cardigan nữ form rộng họa tiết ô trám,",75.000 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-nu-form-rong-hoa-tiet-o-tram-i2076551187.html,37,37,,"113 Đã bán
(35)
Hà Nội",lazada,woman,aolen,37,
HÀNG LOẠI 1-ÁO KHOÁC LEN MỎNG-ÁO CARDIGAN PHÙ HỢP ĐI CHƠI-NGỒI VĂN PHÒNG,69.000 ₫,https://www.lazada.vn/products/hang-loai-1-ao-khoac-len-mong-ao-cardigan-phu-hop-di-choi-ngoi-van-phong-i1484547949.html,38,38,,"(1)
Hà Nội",lazada,woman,aolen,38,
ÁO KHOÁC LỬNG NHẸ REN HOA DỊU DÀNG KR567,59.500 ₫,https://www.lazada.vn/products/ao-khoac-lung-nhe-ren-hoa-diu-dang-kr567-i2521512051.html,39,39,,"89 Đã bán
(15)
Hồ Chí Minh",lazada,woman,aolen,39,
Áo Thuần Dục Mùa Xuân Áo Len Dài Tay Cổ Chữ V Dệt Kim Cho Nữ Mẫu Ngắn Thiết Kế Mẫu Mới Phong Cách Hàn Quốc Mẫu Mỏng Áo Khoác,93.000 ₫,https://www.lazada.vn/products/ao-thuan-duc-mua-xuan-ao-len-dai-tay-co-chu-v-det-kim-cho-nu-mau-ngan-thiet-ke-mau-moi-phong-cach-han-quoc-mau-mong-ao-khoac-i2389446000.html,40,40,,"7 Đã bán
(1)
Nước ngoài",lazada,woman,aolen,40,
Áo Khoác Nữ Chống Nắng Vải Da Cá Tay Xỏ Ngón Mềm Mịn Mát Đa Năng Chống Nắng Chống Bụi,59.900 ₫,https://www.lazada.vn/products/ao-khoac-nu-chong-nang-vai-da-ca-tay-xo-ngon-mem-min-mat-da-nang-chong-nang-chong-bui-i2234872182.html,1,1,,"27 Đã bán
(9)
Hồ Chí Minh",lazada,woman,aolen,1,
Váy Phối Hai Dây Áo Choàng Vai Áo Khoác Áo Cardigan Mẫu Ngắn Phối Bên Ngoài Áo Choàng Mỏng Phối Bên Ngoài Mùa Hè Nữ Dễ Phối,78.000 ₫,https://www.lazada.vn/products/vay-phoi-hai-day-ao-choang-vai-ao-khoac-ao-cardigan-mau-ngan-phoi-ben-ngoai-ao-choang-mong-phoi-ben-ngoai-mua-he-nu-de-phoi-i2409856556.html,2,2,,"13 Đã bán
(5)
Nước ngoài",lazada,woman,aolen,2,
Áo Choàng Ngắn Tay Mùa Hè Phối Váy Áo Chống Nắng Phối Bên Ngoài Vải Viscose Áo Khoác Len Dệt Kim Nữ Mẫu Ngắn,116.000 ₫,https://www.lazada.vn/products/ao-choang-ngan-tay-mua-he-phoi-vay-ao-chong-nang-phoi-ben-ngoai-vai-viscose-ao-khoac-len-det-kim-nu-mau-ngan-i1997642968.html,3,3,,"(1)
Nước ngoài",lazada,woman,aolen,3,
Áo Dệt Kim Chống Nắng Có Lỗ Mẫu Mỏng Phong Cách Lười 2024ab Trang Phục Mùa Hè Cho Học Sinh Áo Choàng Chic Chui Đầu Rộng Rãi Áo Thu,110.000 ₫,https://www.lazada.vn/products/ao-det-kim-chong-nang-co-lo-mau-mong-phong-cach-luoi-2024ab-trang-phuc-mua-he-cho-hoc-sinh-ao-choang-chic-chui-dau-rong-rai-ao-thu-i2584466512.html,4,4,,"(1)
Nước ngoài",lazada,woman,aolen,4,
Áo móc len gile xinh xắn,73.000 ₫,https://www.lazada.vn/products/ao-moc-len-gile-xinh-xan-i2214572432.html,5,5,,Hồ Chí Minh,lazada,woman,aolen,5,
Áo Cài Cổ Chữ V Scheming Độc Đáo Dệt Kim Thu Đông Áo Len Dài Tay Phối Bên Trong Bó Sát Cho Nữ Áo Mặc Trong Xuân Thu Dễ Phối,93.000 ₫,https://www.lazada.vn/products/ao-cai-co-chu-v-scheming-doc-dao-det-kim-thu-dong-ao-len-dai-tay-phoi-ben-trong-bo-sat-cho-nu-ao-mac-trong-xuan-thu-de-phoi-i2416995405.html,6,6,,"136 Đã bán
(51)
Nước ngoài",lazada,woman,aolen,6,
Áo Không Tay Xanh Bạc Hà Áo Cardigan Chống Nắng Dệt Kim Lụa Bóng Nữ Váy Hai Dây Mẫu Mỏng Mùa Hè Áo Choàng Điều Hòa Mẫu Ngắn Phối Bên Ngoài,64.000 ₫,https://www.lazada.vn/products/ao-khong-tay-xanh-bac-ha-ao-cardigan-chong-nang-det-kim-lua-bong-nu-vay-hai-day-mau-mong-mua-he-ao-choang-dieu-hoa-mau-ngan-phoi-ben-ngoai-i2653508053.html,7,7,Giá Chào Sàn,Nước ngoài,lazada,woman,aolen,7,
Áo Khoác Zhu Xia Cho Nữ Quần Áo Chống Nắng Dài Trung Bình Phong Cách Hàn Quốc Cho Nữ 2022 Áo Cardigan Nữ Dáng Rộng,92.000 ₫,https://www.lazada.vn/products/ao-khoac-zhu-xia-cho-nu-quan-ao-chong-nang-dai-trung-binh-phong-cach-han-quoc-cho-nu-2022-ao-cardigan-nu-dang-rong-i1615269489.html,8,8,,"23 Đã bán
(15)
Nước ngoài",lazada,woman,aolen,8,Official
Áo Dệt Kim Mềm Mại Kẻ Sọc Màu Đối Lập Đỏ Trắng Áo Len Mẫu Ngắn Trẻ Trung Ngọt Ngào Mẫu Mới Mùa Xuân Năm 2022 Nữ Áo Cardigan,159.000 ₫,https://www.lazada.vn/products/ao-det-kim-mem-mai-ke-soc-mau-doi-lap-do-trang-ao-len-mau-ngan-tre-trung-ngot-ngao-mau-moi-mua-xuan-nam-2022-nu-ao-cardigan-i2011112011.html,9,9,,"169 Đã bán
(52)
Nước ngoài",lazada,woman,aolen,9,
Áo Ba Lỗ Cổ Tròn Mẫu Mới Mùa Hè 2023lj Dây Đeo Vai Rộng Cho Nữ Dễ Phối Vải Viscose Mẫu Mỏng Mặc Trong Không Tay Dệt Kim Màu Trơn Ngoài,75.000 ₫,https://www.lazada.vn/products/ao-ba-lo-co-tron-mau-moi-mua-he-2023lj-day-deo-vai-rong-cho-nu-de-phoi-vai-viscose-mau-mong-mac-trong-khong-tay-det-kim-mau-tron-ngoai-i2416680890.html,10,10,,Nước ngoài,lazada,woman,aolen,10,
[A008] Áo len thun dệt kim Montoghi Quảng Châu ba lỗ KẺ SỌC dáng vừa TẶNG KÈM VÒNG CỔ CHỮ B mùa hè cực chất - L2M,87.900 ₫,https://www.lazada.vn/products/a008-ao-len-thun-det-kim-montoghi-quang-chau-ba-lo-ke-soc-dang-vua-tang-kem-vong-co-chu-b-mua-he-cuc-chat-l2m-i2092956176.html,11,11,,"50 Đã bán
(13)
Hồ Chí Minh",lazada,woman,aolen,11,
Laz Nigori Áo Len Cho Nữ Áo Hở Eo Dệt Kim Xẻ Vai Mỏng Gợi Cảm,91.000 ₫,https://www.lazada.vn/products/laz-nigori-ao-len-cho-nu-ao-ho-eo-det-kim-xe-vai-mong-goi-cam-i2177159860.html,12,12,,Nước ngoài,lazada,woman,aolen,12,Official
[FREESHIP] Áo Khoác Cardigan Nữ Chất Liệu Vải Dệt kim Dáng Form rộng Hình In Thêu Họa Tiết Con Thỏ Siêu Dễ Thương Áo Đẹp Hàng Hot Trend HTM FASHION,79.000 ₫,https://www.lazada.vn/products/freeship-ao-khoac-cardigan-nu-chat-lieu-vai-det-kim-dang-form-rong-hinh-in-theu-hoa-tiet-con-tho-sieu-de-thuong-ao-dep-hang-hot-trend-htm-fashion-i2407684035.html,13,13,,"21 Đã bán
(10)
Hồ Chí Minh",lazada,woman,aolen,13,
"Áo Len Cổ Lọ Bảng Màu Mới Nhất 14 Màu, Chất Len Xịn Hàng Quảng Châu, Siêu Xinh Cho Các Nàng",59.000 ₫,https://www.lazada.vn/products/ao-len-co-lo-bang-mau-moi-nhat-14-mau-chat-len-xin-hang-quang-chau-sieu-xinh-cho-cac-nang-i2528407762.html,14,14,,"519 Đã bán
(130)
Hà Nội",lazada,woman,aolen,14,
AA18-Grebest Phụ Nữ Mùa Thu Áo Choàng Đan Cardigan In Ấn Lỏng Lẻo Bất Thường Hem Ấm Áp Mềm Mại In Bohemian Phụ Nữ Mùa Thu Áo Phụ Nữ May Mặc Mùa Thu Poncho Không Thường Xuyên,228.000 ₫,https://www.lazada.vn/products/aa18-grebest-phu-nu-mua-thu-ao-choang-dan-cardigan-in-an-long-leo-bat-thuong-hem-am-ap-mem-mai-in-bohemian-phu-nu-mua-thu-ao-phu-nu-may-mac-mua-thu-poncho-khong-thuong-xuyen-i2478191418.html,15,15,,"(1)
Nước ngoài",lazada,woman,aolen,15,
Áo Cổ Vuông Tay Ngắn Trang Phục Nữ Áo Dệt Kim Vải Viscose Mùa Xuân Hè Mẫu Mới 2024 Mẫu Mỏng Ôm Dáng Gầy Instagram Sành Điệu,74.000 ₫,https://www.lazada.vn/products/ao-co-vuong-tay-ngan-trang-phuc-nu-ao-det-kim-vai-viscose-mua-xuan-he-mau-moi-2024-mau-mong-om-dang-gay-instagram-sanh-dieu-i2408383434.html,16,16,,"12 Đã bán
(4)
Nước ngoài",lazada,woman,aolen,16,
Áo Khoác Cadigan Vạch Tay Kẻ 2 Bên Chất NỈ Xịn Siêu xinh,69.000 ₫,https://www.lazada.vn/products/ao-khoac-cadigan-vach-tay-ke-2-ben-chat-ni-xin-sieu-xinh-i2427680682.html,17,17,,"31 Đã bán
(12)
Hà Nội",lazada,woman,aolen,17,
Áo Khoác Len Thừng Cardigan Nữ Dài Màu Be Trơn Phong Cách Basic Thu Đông - Mã TA008,265.000 ₫,https://www.lazada.vn/products/ao-khoac-len-thung-cardigan-nu-dai-mau-be-tron-phong-cach-basic-thu-dong-ma-ta008-i2049506024.html,18,18,,"82 Đã bán
(18)
Hồ Chí Minh",lazada,woman,aolen,18,
Áo Thun Thu Đông Nữ Dài Tay Kẻ Ngang Chất Len Hàn Form Rộng Kiểu Dáng Basic Unisex Phong Cách Hàn Quốc,29.000 ₫,https://www.lazada.vn/products/ao-thun-thu-dong-nu-dai-tay-ke-ngang-chat-len-han-form-rong-kieu-dang-basic-unisex-phong-cach-han-quoc-i2418700309.html,19,19,,"56 Đã bán
(14)
Hồ Chí Minh",lazada,woman,aolen,19,
Xả Kho Nhặt Sót ~ Áo Len Hoa Nhỏ Đính Hạt Lập Thể Xuân Thu Ngoại Thương Thu Cửa Hàng Chính Hãng Rút Về Áo Khoác Nữ Dệt Kim Kiểu Tây Cardigan,163.000 ₫,https://www.lazada.vn/products/xa-kho-nhat-sot-ao-len-hoa-nho-dinh-hat-lap-the-xuan-thu-ngoai-thuong-thu-cua-hang-chinh-hang-rut-ve-ao-khoac-nu-det-kim-kieu-tay-cardigan-i2049816638.html,20,20,,"28 Đã bán
(4)
Nước ngoài",lazada,woman,aolen,20,
"Áo khoác cardigan,áo khoác nỉ hình tim Sweet",35.000 ₫,https://www.lazada.vn/products/ao-khoac-cardiganao-khoac-ni-hinh-tim-sweet-i2066794150.html,21,21,,"56 Đã bán
(18)
Nam Định",lazada,woman,aolen,21,
Áo khoác len mỏng cadigan nhẹ nhàng mùa thu,55.000 ₫,https://www.lazada.vn/products/ao-khoac-len-mong-cadigan-nhe-nhang-mua-thu-i1419590209.html,22,22,,"342 Đã bán
(87)
Nam Định",lazada,woman,aolen,22,
Áo Khoác Gân Tay Phồng Cực Xinh,38.000 ₫,https://www.lazada.vn/products/ao-khoac-gan-tay-phong-cuc-xinh-i1635861051.html,23,23,,"5.1K Đã bán
(785)
Hồ Chí Minh",lazada,woman,aolen,23,
Áo Len Melody JK Áo Khoác Cardigan Áo Dệt Kim Hình Chó Cinnamoroll Phong Cách Học Đường Kiểu Nhật Mùa Thu Áo Ô Cờ Thêu,325.000 ₫,https://www.lazada.vn/products/ao-len-melody-jk-ao-khoac-cardigan-ao-det-kim-hinh-cho-cinnamoroll-phong-cach-hoc-duong-kieu-nhat-mua-thu-ao-o-co-theu-i2519592371.html,24,24,,Nước ngoài,lazada,woman,aolen,24,
Áo yếm nhỏ kèm khoác lủng xinh đẹp Y1 K9,29.000 ₫,https://www.lazada.vn/products/ao-yem-nho-kem-khoac-lung-xinh-dep-y1-k9-i2073268154.html,25,25,,"881 Đã bán
(208)
Hồ Chí Minh",lazada,woman,aolen,25,
"Áo Khoác Cardigan Len Mỏng Cho Nữ Phong Cách Ulzzang Phù Hợp Đi Đà Lạt, Dạo Biển",65.000 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-len-mong-cho-nu-phong-cach-ulzzang-phu-hop-di-da-lat-dao-bien-i965670806.html,26,26,,"126 Đã bán
(22)
Hồ Chí Minh",lazada,woman,aolen,26,
