title,price,link_item,index_,discount_idx,discount_percent_list,countReviews,type,category,subcaetegory,official_idx,official
[NHẬP MÃ FALAZSOCIALTEASING50 GIẢM NGAY 12%] Áo khoác croptop ôm thun tay dài Maybi,99.000 ₫,https://www.lazada.vn/products/nhap-ma-falazsocialteasing50-giam-ngay-12-ao-khoac-croptop-om-thun-tay-dai-maybi-i2474363186.html,2,2,,"43 Đã bán
(12)
Hồ Chí Minh",lazada,woman,aolen,2,Official
[NHẬP MÃ FALAZSOCIALTEASING50 GIẢM NGAY 12%] Áo cardigan MAYBI chất thun nhiều màu,99.000 ₫,https://www.lazada.vn/products/nhap-ma-falazsocialteasing50-giam-ngay-12-ao-cardigan-maybi-chat-thun-nhieu-mau-i1950578798.html,3,3,,"125 Đã bán
(25)
Hồ Chí Minh",lazada,woman,aolen,3,Official
TINGOAN® - Áo set len cardigan lửng tặng kèm quây 2 dây kẻ caro cam nhỏ vai bồng LOULOU CARDIGAN/OR,590.000 ₫,https://www.lazada.vn/products/tingoan-ao-set-len-cardigan-lung-tang-kem-quay-2-day-ke-caro-cam-nho-vai-bong-loulou-cardiganor-i2044132820.html,4,4,,"34 Đã bán
(4)
Hà Nội",lazada,woman,aolen,4,Official
Áo Khoác Cardigan Dệt Kim Tay Dài Chống Nắng Tia UV Phong Cách Pháp,59.000 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-det-kim-tay-dai-chong-nang-tia-uv-phong-cach-phap-i2035520865.html,5,5,,"13 Đã bán
(2)
Hồ Chí Minh",lazada,woman,aolen,5,
ÁO CARDIGAN ÁO KHOÁC Nữ Kẻ Thoi Dài Tay Cho Mùa Thu Đông,69.000 ₫,https://www.lazada.vn/products/ao-cardigan-ao-khoac-nu-ke-thoi-dai-tay-cho-mua-thu-dong-i2021347492.html,6,6,,"301 Đã bán
(85)
Hà Nội",lazada,woman,aolen,6,
Áo cadigan nam nữ Tho.mm 3 vạch tay kèm ảnh thật,72.000 ₫,https://www.lazada.vn/products/ao-cadigan-nam-nu-thomm-3-vach-tay-kem-anh-that-i2430176041.html,7,7,,"57 Đã bán
(17)
Hà Nội",lazada,woman,aolen,7,
"Set Áo khoác mỏng Cardigan kèm áo 2 dây,Set Áo Hai Dây + Áo Khoác Cardigan",71.000 ₫,https://www.lazada.vn/products/set-ao-khoac-mong-cardigan-kem-ao-2-dayset-ao-hai-day-ao-khoac-cardigan-i2041971484.html,8,8,,"281 Đã bán
(85)
Hồ Chí Minh",lazada,woman,aolen,8,
Áo khoác nhẹ cardigan cúc cài kẻ ô bàn cờ trẻ trung cá tính/ Áo khoác nữ mặc thu đông phom rộng thời trang unisex,79.000 ₫,https://www.lazada.vn/products/ao-khoac-nhe-cardigan-cuc-cai-ke-o-ban-co-tre-trung-ca-tinh-ao-khoac-nu-mac-thu-dong-phom-rong-thoi-trang-unisex-i1966481659.html,9,9,,"42 Đã bán
(12)
Hà Nội",lazada,woman,aolen,9,
XIYUYI Áo Len Dệt Kim Cắt Xẻ Áo Khoác Chống Nắng Dài Tay Cho Nữ Khăn Choàng Phần Mỏng 2024,87.000 ₫,https://www.lazada.vn/products/xiyuyi-ao-len-det-kim-cat-xe-ao-khoac-chong-nang-dai-tay-cho-nu-khan-choang-phan-mong-2024-i2052278855.html,10,10,,"177 Đã bán
(85)
Nước ngoài",lazada,woman,aolen,10,Official
Áo len tay hến kiểu cổ lọ 3 phân nữ len lông thỏ siêu mềm mịn Áo thun dệt kim tay ngắn hàng Quảng Châu cao cấp,79.000 ₫,https://www.lazada.vn/products/ao-len-tay-hen-kieu-co-lo-3-phan-nu-len-long-tho-sieu-mem-min-ao-thun-det-kim-tay-ngan-hang-quang-chau-cao-cap-i2072531358.html,11,11,,"143 Đã bán
(35)
Hà Nội",lazada,woman,aolen,11,
ÁO KHOÁC NỮ LEN MỎNG SIÊU HOT,59.000 ₫,https://www.lazada.vn/products/ao-khoac-nu-len-mong-sieu-hot-i1196250657.html,12,12,,"2.8K Đã bán
(674)
Hồ Chí Minh",lazada,woman,aolen,12,
Áo cardigan Nỉ nữ caro bàn cờ ô vuông zizac màu hồng khoác ngoài hot nhất thu đông 2023,72.000 ₫,https://www.lazada.vn/products/ao-cardigan-ni-nu-caro-ban-co-o-vuong-zizac-mau-hong-khoac-ngoai-hot-nhat-thu-dong-2023-i2424427433.html,13,13,,"9 Đã bán
(4)
Hà Nội",lazada,woman,aolen,13,
IEF Áo Dài Tay Phong Cách Hàn Quốc Mới Áo Thun Nữ Dài Tay Quần Legging Rộng Phong Cách Hàn Quốc Cho Sinh Viên,72.000 ₫,https://www.lazada.vn/products/ief-ao-dai-tay-phong-cach-han-quoc-moi-ao-thun-nu-dai-tay-quan-legging-rong-phong-cach-han-quoc-cho-sinh-vien-i2073077724.html,14,14,,"838 Đã bán
(298)
Nước ngoài",lazada,woman,aolen,14,Official
Áo khoác Cadigan Lyihome unisex nam nữ form rộng chất nỉ dày dặn phong cách hàn quốc,129.000 ₫,https://www.lazada.vn/products/ao-khoac-cadigan-lyihome-unisex-nam-nu-form-rong-chat-ni-day-dan-phong-cach-han-quoc-i2435693018.html,15,15,,Hồ Chí Minh,lazada,woman,aolen,15,Official
Áo LEN GÂN cổ 3 phân thời trang,59.000 ₫,https://www.lazada.vn/products/ao-len-gan-co-3-phan-thoi-trang-i246572081.html,16,16,,"4.1K Đã bán
(859)
Hà Nội",lazada,woman,aolen,16,
TINGOAN® - Áo set len cardigan lửng tặng kèm quây 2 dây kẻ ngang nhỏ xanh vai bồng CAPPUCCINO CARDIGAN/BLUE,550.000 ₫,https://www.lazada.vn/products/tingoan-ao-set-len-cardigan-lung-tang-kem-quay-2-day-ke-ngang-nho-xanh-vai-bong-cappuccino-cardiganblue-i2099050128.html,17,17,,"97 Đã bán
(20)
Hà Nội",lazada,woman,aolen,17,Official
[Mã FATREND5 giảm đến 30k đơn 99k] Áo Khoác Cardigan Nét Đứt Đen/Trắng Form Rộng Nam Nữ,59.000 ₫,https://www.lazada.vn/products/ma-fatrend5-giam-den-30k-don-99k-ao-khoac-cardigan-net-dut-dentrang-form-rong-nam-nu-i2308529985.html,18,18,,"139 Đã bán
(57)
Hà Nội",lazada,woman,aolen,18,
Áo Cardigan Len Nữ Madela Dài Tay Tổng Hợp 50 Mẫu Dày Dặn,150.000 ₫,https://www.lazada.vn/products/ao-cardigan-len-nu-madela-dai-tay-tong-hop-50-mau-day-dan-i2475152658.html,19,19,,"256 Đã bán
(93)
Hà Nội",lazada,woman,aolen,19,Official
Áo Khoác Nỉ Cardigan Nữ Họa Tiết Ka.ro Hồng Dễ Thương,69.000 ₫,https://www.lazada.vn/products/ao-khoac-ni-cardigan-nu-hoa-tiet-karo-hong-de-thuong-i2449537329.html,20,20,,"22 Đã bán
(5)
Hà Nội",lazada,woman,aolen,20,
kho sẵn sàng🎁Áo Khoác cardigan Vải Chiffon Mỏng Thời Trang,79.000 ₫,https://www.lazada.vn/products/kho-san-sangao-khoac-cardigan-vai-chiffon-mong-thoi-trang-i2205630404.html,21,21,,Hồ Chí Minh,lazada,woman,aolen,21,
XIANG NIAN NI Áo Len Cho Nữ Áo Hở Eo Dệt Kim Xẻ Vai Mỏng Gợi Cảm,91.000 ₫,https://www.lazada.vn/products/xiang-nian-ni-ao-len-cho-nu-ao-ho-eo-det-kim-xe-vai-mong-goi-cam-i2114039251.html,22,22,,"44 Đã bán
(39)
Nước ngoài",lazada,woman,aolen,22,Official
DEAR JOSÉ - Áo cardigan MESSAGE FROM THE MOON vải dệt kim kem,1.050.000 ₫,https://www.lazada.vn/products/dear-jose-ao-cardigan-message-from-the-moon-vai-det-kim-kem-i2439210298.html,23,23,,"98 Đã bán
(24)
Hồ Chí Minh",lazada,woman,aolen,23,Official
TINGOAN® - Áo len kem crop bề mặt len hoạ tiết quả trám cùng chi tiết buộc nơ YURI YURI TOP/WH PHIÊN BẢN MỚI T6/2024,430.000 ₫,https://www.lazada.vn/products/tingoan-ao-len-kem-crop-be-mat-len-hoa-tiet-qua-tram-cung-chi-tiet-buoc-no-yuri-yuri-topwh-phien-ban-moi-t62024-i2349022639.html,24,24,,"196 Đã bán
(44)
Hà Nội",lazada,woman,aolen,24,Official
[TỪ 20H 05.06 - 06.06 | VOUCHER 100K | MUA 4 GIẢM 15%] Áo cardigan phối viền thắt nơ Nữ MARC FASHION FAVT021424,143.000 ₫,https://www.lazada.vn/products/tu-20h-0506-0606-voucher-100k-mua-4-giam-15-ao-cardigan-phoi-vien-that-no-nu-marc-fashion-favt021424-i2597445002.html,25,25,"LazFlash Sale,kết thúc sau 20h","240 Đã bán
(71)
Hồ Chí Minh",lazada,woman,aolen,25,Official
Áo Khoác Cardigan Trắng Nâu Túi Gấu Nữ form rộng xinh xắn,59.000 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-trang-nau-tui-gau-nu-form-rong-xinh-xan-i2308787320.html,26,26,,"52 Đã bán
(21)
Hà Nội",lazada,woman,aolen,26,
Áo len tăm cổ lọ Misoul áo len cao cổ giữ nhiệt nhiều màu cho nữ 106,68.000 ₫,https://www.lazada.vn/products/ao-len-tam-co-lo-misoul-ao-len-cao-co-giu-nhiet-nhieu-mau-cho-nu-106-i2216607549.html,27,27,,"1.2K Đã bán
(411)
Hà Nội",lazada,woman,aolen,27,
Áo Khoác Nỉ Cardigan Nam Nữ Họa Tiết Dễ Thương Phối Túi Phong Cách Hót Trend_KP,49.000 ₫,https://www.lazada.vn/products/ao-khoac-ni-cardigan-nam-nu-hoa-tiet-de-thuong-phoi-tui-phong-cach-hot-trend_kp-i2418800758.html,28,28,,"18 Đã bán
(5)
Hồ Chí Minh",lazada,woman,aolen,28,
Freeship - Áo len gile cổ tim hoạ tiết caro phong cách Hàn Quốc siêu xinh chất len lông thỏ mềm mịn 3 màu Đen Be Nâu - AGL101 - Tansy Boutique,89.000 ₫,https://www.lazada.vn/products/freeship-ao-len-gile-co-tim-hoa-tiet-caro-phong-cach-han-quoc-sieu-xinh-chat-len-long-tho-mem-min-3-mau-den-be-nau-agl101-tansy-boutique-i2015321183.html,29,29,,"490 Đã bán
(120)
Phú Thọ",lazada,woman,aolen,29,
Áo Khoác nhẹ Cardigan phối vạch tay cực xinh yêu(3 mẫu),65.000 ₫,https://www.lazada.vn/products/ao-khoac-nhe-cardigan-phoi-vach-tay-cuc-xinh-yeu3-mau-i1465703422.html,30,30,,"308 Đã bán
(78)
Nam Định",lazada,woman,aolen,30,
Áo Dệt Kim Chống Nắng Có Lỗ Mẫu Mỏng Phong Cách Lười 2024ab Trang Phục Mùa Hè Cho Học Sinh Áo Choàng Chic Chui Đầu Rộng Rãi Áo Thu,90.000 ₫,https://www.lazada.vn/products/ao-det-kim-chong-nang-co-lo-mau-mong-phong-cach-luoi-2024ab-trang-phuc-mua-he-cho-hoc-sinh-ao-choang-chic-chui-dau-rong-rai-ao-thu-i2010867177.html,31,31,,"166 Đã bán
(15)
Nước ngoài",lazada,woman,aolen,31,
TINGOAN® - Áo set len xù cardigan lửng tặng kèm quây kẻ nâu HAPPY MOOD CARDIGAN/YL,450.000 ₫,https://www.lazada.vn/products/tingoan-ao-set-len-xu-cardigan-lung-tang-kem-quay-ke-nau-happy-mood-cardiganyl-i2116953918.html,32,32,,"259 Đã bán
(65)
Hà Nội",lazada,woman,aolen,32,Official
"[ RẺ VÔ ĐỊCH ] Áo khoác Cardigan nữ CHẤT NỈ form rộng họa tiết ô trám,",67.000 ₫,https://www.lazada.vn/products/re-vo-dich-ao-khoac-cardigan-nu-chat-ni-form-rong-hoa-tiet-o-tram-i2200110872.html,33,33,,"41 Đã bán
(15)
Hà Nội",lazada,woman,aolen,33,
ÁO KHOÁT THUN GÂN ĐŨA TO CÓ NÓN THỜI TRANG SIÊU XINH,79.000 ₫,https://www.lazada.vn/products/ao-khoat-thun-gan-dua-to-co-non-thoi-trang-sieu-xinh-i2105966915.html,34,34,,"4.3K Đã bán
(862)
Hồ Chí Minh",lazada,woman,aolen,34,
"Roses Top - Áo Len Montoghi Nữ Mùa Hè Thiết Kế Ngắn Tay Form Ôm Mỏng Nhẹ Màu Xám, Xanh, Vàng, Hồng Đính Khuy Hoa Hồng Đi Làm Đi Chơi Veo's",509.000 ₫,https://www.lazada.vn/products/roses-top-ao-len-montoghi-nu-mua-he-thiet-ke-ngan-tay-form-om-mong-nhe-mau-xam-xanh-vang-hong-dinh-khuy-hoa-hong-di-lam-di-choi-veos-i2644359166.html,35,35,,"9 Đã bán
Hà Nội",lazada,woman,aolen,35,
"Áo ủ kem Len Tăm, Giữ NHiệt Chống Nắng, Mềm Mịn Cực Xinh, Dễ Thương ( 40kg - 68kg )",19.900 ₫,https://www.lazada.vn/products/ao-u-kem-len-tam-giu-nhiet-chong-nang-mem-min-cuc-xinh-de-thuong-40kg-68kg-i2314869200.html,36,36,,"239 Đã bán
(43)
Hồ Chí Minh",lazada,woman,aolen,36,
Áo len tăm nữ cổ 3 phân hàng QC giữ nhiệt cao cấp .Len Quảng Châu--BongxinhQC,66.000 ₫,https://www.lazada.vn/products/ao-len-tam-nu-co-3-phan-hang-qc-giu-nhiet-cao-cap-len-quang-chau-bongxinhqc-i2434007102.html,37,37,,"28 Đã bán
(2)
Nam Định",lazada,woman,aolen,37,
Áo Len Cổ Lọ Ấm Mềm Dành Cho Nữ - LCXA59,65.000 ₫,https://www.lazada.vn/products/ao-len-co-lo-am-mem-danh-cho-nu-lcxa59-i351278384.html,38,38,,"3.2K Đã bán
(720)
Hà Nội",lazada,woman,aolen,38,
Áo Khoác Len Nữ Loang Màu Có Nón Kiểu Body Thể Thao Cao Cấp Hàng Nhập,209.000 ₫,https://www.lazada.vn/products/ao-khoac-len-nu-loang-mau-co-non-kieu-body-the-thao-cao-cap-hang-nhap-i208168775.html,39,39,,"7 Đã bán
(5)
Hồ Chí Minh",lazada,woman,aolen,39,
"Freeship - Áo len gile nữ cài cúc cổ tim phong cách Hàn Quốc trẻ trung dễ thương, chất len mỏng mềm mịn siêu đẹp - AGL101",99.000 ₫,https://www.lazada.vn/products/freeship-ao-len-gile-nu-cai-cuc-co-tim-phong-cach-han-quoc-tre-trung-de-thuong-chat-len-mong-mem-min-sieu-dep-agl101-i2036933364.html,40,40,,"142 Đã bán
(27)
Phú Thọ",lazada,woman,aolen,40,
Thoáng Khí Mùa Hè Thời Trang Nữ Phong Cách Hàn Quốc Dài Tay Áo Chống Nắng Dài Trung Bình Áo Khoác Ngoài Mỏng,60.000 ₫,https://www.lazada.vn/products/thoang-khi-mua-he-thoi-trang-nu-phong-cach-han-quoc-dai-tay-ao-chong-nang-dai-trung-binh-ao-khoac-ngoai-mong-i2644800156.html,1,1,Giá Chào Sàn,Nước ngoài,lazada,woman,aolen,1,
Áo Dệt Kim Màu Trắng Cổ Tròn Áo Mặc Trong Cộc Tay Chui Đầu Dáng Gầy Tôn Dáng Phong Cách Hàn Quốc Mẫu Mới Mùa Hè 2023 Mẫu Mỏng Cho Nữ,67.000 ₫,https://www.lazada.vn/products/ao-det-kim-mau-trang-co-tron-ao-mac-trong-coc-tay-chui-dau-dang-gay-ton-dang-phong-cach-han-quoc-mau-moi-mua-he-2023-mau-mong-cho-nu-i2389607202.html,2,2,,"37 Đã bán
(15)
Nước ngoài",lazada,woman,aolen,2,
Áo khoác len tay dài nữ dịu dàng nữ tính có tặng kèm áo hai dây đẹp như hình cho khách,59.000 ₫,https://www.lazada.vn/products/ao-khoac-len-tay-dai-nu-diu-dang-nu-tinh-co-tang-kem-ao-hai-day-dep-nhu-hinh-cho-khach-i2035519817.html,3,3,,"13 Đã bán
(6)
Hồ Chí Minh",lazada,woman,aolen,3,
Áo Choàng Nhỏ Phối Ngoài Tay Ngắn Dễ Phối Mùa Hè Áo Khoác Mẫu Mỏng Mùa Hè Cho Nữ Áo Dệt Kim Ren Áo Choàng Khoét Lỗ Áo Cardigan Mẫu Ngắn,57.000 ₫,https://www.lazada.vn/products/ao-choang-nho-phoi-ngoai-tay-ngan-de-phoi-mua-he-ao-khoac-mau-mong-mua-he-cho-nu-ao-det-kim-ren-ao-choang-khoet-lo-ao-cardigan-mau-ngan-i2404135641.html,4,4,,"123 Đã bán
(42)
Nước ngoài",lazada,woman,aolen,4,
Áo Choàng Nhỏ Phối Váy Hai Dây Áo Khoác Nhỏ Voan Lưới Dễ Phối Áo Choàng Mẫu Mỏng Màu Trơn Cho Nữ Mẫu Ngắn Ôm Dáng Phối Ngoài Cardigan,134.000 ₫,https://www.lazada.vn/products/ao-choang-nho-phoi-vay-hai-day-ao-khoac-nho-voan-luoi-de-phoi-ao-choang-mau-mong-mau-tron-cho-nu-mau-ngan-om-dang-phoi-ngoai-cardigan-i270276333.html,5,5,,"149 Đã bán
(27)
Nước ngoài",lazada,woman,aolen,5,
Áo len croptop phối kẻ sọc,75.000 ₫,https://www.lazada.vn/products/ao-len-croptop-phoi-ke-soc-i2471479280.html,6,6,,"6 Đã bán
(1)
Thanh Hóa",lazada,woman,aolen,6,
TINGOAN® - Áo cardigan set len crop kẻ quả trám tặng kèm quây đen LOVE YOU BACK CARDIGAN/BL,350.000 ₫,https://www.lazada.vn/products/tingoan-ao-cardigan-set-len-crop-ke-qua-tram-tang-kem-quay-den-love-you-back-cardiganbl-i1719619364.html,7,7,,"179 Đã bán
(32)
Hà Nội",lazada,woman,aolen,7,Official
Áo Len Dài Tay Trễ Vai UNDERCOOL Mềm Mại Tôn Dáng Trẻ Trung,165.000 ₫,https://www.lazada.vn/products/ao-len-dai-tay-tre-vai-undercool-mem-mai-ton-dang-tre-trung-i2427541550.html,8,8,,"53 Đã bán
(14)
Hà Nội",lazada,woman,aolen,8,Official
Áo Khoác Cardigan Kẻ Thoi Form Rộng Đen/ Hồng Chất Nỉ,74.900 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-ke-thoi-form-rong-den-hong-chat-ni-i2036131425.html,9,9,,"2.8K Đã bán
(809)
Hà Nội",lazada,woman,aolen,9,
Áo Thun Ngắn Tay Mùa Hè Áo Dệt Kim Có Lỗ Mẫu Ngắn Phối Ngoài Váy Hai Dây Phối Ren Áo Choàng Chống Nắng Nữ,64.000 ₫,https://www.lazada.vn/products/ao-thun-ngan-tay-mua-he-ao-det-kim-co-lo-mau-ngan-phoi-ngoai-vay-hai-day-phoi-ren-ao-choang-chong-nang-nu-i2493704074.html,10,10,,"11 Đã bán
(4)
Nước ngoài",lazada,woman,aolen,10,
TINGOAN® - Áo cardigan set len crop kẻ quả trám tặng kèm quây hồng LOVE YOU BACK CARDIGAN/PK PHIÊN BẢN MỚI T6/2024,350.000 ₫,https://www.lazada.vn/products/tingoan-ao-cardigan-set-len-crop-ke-qua-tram-tang-kem-quay-hong-love-you-back-cardiganpk-phien-ban-moi-t62024-i2002665965.html,11,11,,"623 Đã bán
(130)
Hà Nội",lazada,woman,aolen,11,Official
"Áo Thun Nữ Tay Ngắn, Áo Thun Lạnh, Áo Thun Lạnh, Áo Thun Lạnh, Áo Thun Lạnh, Áo Thun Lạnh.",80.000 ₫,https://www.lazada.vn/products/ao-thun-nu-tay-ngan-ao-thun-lanh-ao-thun-lanh-ao-thun-lanh-ao-thun-lanh-ao-thun-lanh-i2408446274.html,12,12,,"435 Đã bán
(173)
Hồ Chí Minh",lazada,woman,aolen,12,
Áo khoác nữ cadigan in kín vải nỉ dáng rộng,69.000 ₫,https://www.lazada.vn/products/ao-khoac-nu-cadigan-in-kin-vai-ni-dang-rong-i2417071336.html,13,13,,"12 Đã bán
(4)
Hà Nội",lazada,woman,aolen,13,
"Áo Cardigan nỉ tăm cổ V UNDERCOOL Áo khoác cardigan nỉ tăm, áo cardigan nỉ tăm cài cúc dáng rộng dài",225.400 ₫,https://www.lazada.vn/products/ao-cardigan-ni-tam-co-v-undercool-ao-khoac-cardigan-ni-tam-ao-cardigan-ni-tam-cai-cuc-dang-rong-dai-i2406219111.html,14,14,,"40 Đã bán
(13)
Hà Nội",lazada,woman,aolen,14,Official
Áo KHOÁC CARDIGAN Nam Nữ Logo PYS Màu Đen Viền Áo Trắng Form Rộng (logo PYS) chew,59.000 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-nam-nu-logo-pys-mau-den-vien-ao-trang-form-rong-logo-pys-chew-i2400203712.html,15,15,,"29 Đã bán
(8)
Hà Nội",lazada,woman,aolen,15,
Áo Cổ Vuông Tay Ngắn Trang Phục Nữ Áo Dệt Kim Vải Viscose Mùa Xuân Hè Mẫu Mới 2024 Mẫu Mỏng Ôm Dáng Gầy Instagram Sành Điệu,71.000 ₫,https://www.lazada.vn/products/ao-co-vuong-tay-ngan-trang-phuc-nu-ao-det-kim-vai-viscose-mua-xuan-he-mau-moi-2024-mau-mong-om-dang-gay-instagram-sanh-dieu-i2389631098.html,16,16,,"82 Đã bán
(20)
Nước ngoài",lazada,woman,aolen,16,
Áo Khoác Cardigan Viền Xanh Nâu FRMLK Form Rộng Basic,69.000 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-vien-xanh-nau-frmlk-form-rong-basic-i2120198671.html,17,17,,"941 Đã bán
(277)
Hà Nội",lazada,woman,aolen,17,
Áo Len Gile Nữ Trơn GUDLOOK 2 Cúc Cài Vạt Chéo Phong Cách Hàn Quốc 5 Màu,195.000 ₫,https://www.lazada.vn/products/ao-len-gile-nu-tron-gudlook-2-cuc-cai-vat-cheo-phong-cach-han-quoc-5-mau-i2481997034.html,18,18,,"58 Đã bán
(53)
Hà Nội",lazada,woman,aolen,18,Official
Aki20 Áo len nhiều lớp dáng rộng bên dưới áo Áo len đen dài tay đa năng mới 2024 xuân thu nữ,99.000 ₫,https://www.lazada.vn/products/aki20-ao-len-nhieu-lop-dang-rong-ben-duoi-ao-ao-len-den-dai-tay-da-nang-moi-2024-xuan-thu-nu-i2415113768.html,19,19,,"(1)
Nước ngoài",lazada,woman,aolen,19,
TINGOAN® - Áo len xù đen trễ vai ôm ngang vai NINGNING TOP/BL,490.000 ₫,https://www.lazada.vn/products/tingoan-ao-len-xu-den-tre-vai-om-ngang-vai-ningning-topbl-i2393479091.html,20,20,,"296 Đã bán
(60)
Hà Nội",lazada,woman,aolen,20,Official
"Áo khoác thun gân dày Bigsize Cô Nhỏ , áo khoác thời trang bigsize vải sọc gân Thông thường Trơn Mùa hè KHOAC2",135.000 ₫,https://www.lazada.vn/products/ao-khoac-thun-gan-day-bigsize-co-nho-ao-khoac-thoi-trang-bigsize-vai-soc-gan-thong-thuong-tron-mua-he-khoac2-i2366955340.html,21,21,,"32 Đã bán
(19)
Đăk Lăk",lazada,woman,aolen,21,Official
[Mã FATREND5 giảm đến 30k đơn 99k] Áo Khoác Cardigan Mặt Cười W Xanh Be Form Rộng nam nữ,59.000 ₫,https://www.lazada.vn/products/ma-fatrend5-giam-den-30k-don-99k-ao-khoac-cardigan-mat-cuoi-w-xanh-be-form-rong-nam-nu-i2308571776.html,22,22,,"218 Đã bán
(49)
Hà Nội",lazada,woman,aolen,22,
"Áo Thun Nữ Tay Ngắn, Áo Thun Lạnh, Áo Thun Lạnh, Áo Thun Lạnh, Áo Thun Lạnh, Áo Thun Lạnh.",84.000 ₫,https://www.lazada.vn/products/ao-thun-nu-tay-ngan-ao-thun-lanh-ao-thun-lanh-ao-thun-lanh-ao-thun-lanh-ao-thun-lanh-i2389645047.html,23,23,,"29 Đã bán
(2)
Nước ngoài",lazada,woman,aolen,23,
Áo Khoác Phối Ren Lưng Có Nhiều Màu,79.000 ₫,https://www.lazada.vn/products/ao-khoac-phoi-ren-lung-co-nhieu-mau-i1334891282.html,24,24,,"81 Đã bán
(13)
Hồ Chí Minh",lazada,woman,aolen,24,
Áo Len Thu Đông Áo Khoác Trang Phục Mùa Xuân 2024 Cho Nữ Áo Cardigan Dài Tay Mẫu Mới Phong Cách Hàn Quốc Áo Len Dệt Kim Choàng Vai Phối Bên Ngoài Rộng Rãi Mẫu Ngắn,136.000 ₫,https://www.lazada.vn/products/ao-len-thu-dong-ao-khoac-trang-phuc-mua-xuan-2024-cho-nu-ao-cardigan-dai-tay-mau-moi-phong-cach-han-quoc-ao-len-det-kim-choang-vai-phoi-ben-ngoai-rong-rai-mau-ngan-i1896510557.html,25,25,,"61 Đã bán
(13)
Nước ngoài",lazada,woman,aolen,25,
Gilê Gilê Gilê Phong Cách Hàn Quốc Rộng Rãi Áo Dệt Kim Xuân Thu Cổ Chữ V Cỡ Lớn Mẫu Ngắn Cho Nữ Áo Không Tay Áo Len Không Tay Áo Choàng Mặc Ngoài,89.000 ₫,https://www.lazada.vn/products/gile-gile-gile-phong-cach-han-quoc-rong-rai-ao-det-kim-xuan-thu-co-chu-v-co-lon-mau-ngan-cho-nu-ao-khong-tay-ao-len-khong-tay-ao-choang-mac-ngoai-i2382871021.html,26,26,,"(1)
Nước ngoài",lazada,woman,aolen,26,
Áo thun dệt kim tay ngắn phong cách Hàn Quốc dành cho nữ có cổ vuông và áo thun chui đầu thời trang mùa hè bằng vải viscose với thiết kế độc đáo,56.500 ₫,https://www.lazada.vn/products/ao-thun-det-kim-tay-ngan-phong-cach-han-quoc-danh-cho-nu-co-co-vuong-va-ao-thun-chui-dau-thoi-trang-mua-he-bang-vai-viscose-voi-thiet-ke-doc-dao-i2644815135.html,27,27,Giá Chào Sàn,Nước ngoài,lazada,woman,aolen,27,
"Áo len cộc tay, tay hến kiểu cổ lọ 3 phân nữ len lông thỏ siêu mềm mịn, Áo thun dệt kim tay ngắn hàng Quảng Châu cao cấp",84.550 ₫,https://www.lazada.vn/products/ao-len-coc-tay-tay-hen-kieu-co-lo-3-phan-nu-len-long-tho-sieu-mem-min-ao-thun-det-kim-tay-ngan-hang-quang-chau-cao-cap-i2488148460.html,28,28,,"63 Đã bán
(23)
Hà Nội",lazada,woman,aolen,28,
Áo Khoác Cardigan N.Y Trắng Đen Phối Viền Nam Nữ chất Nỉ bông,79.000 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-ny-trang-den-phoi-vien-nam-nu-chat-ni-bong-i2092702222.html,29,29,,"76 Đã bán
(19)
Hà Nội",lazada,woman,aolen,29,
Áo Mẫu Ngắn Cổ V Dệt Kim Phong Cách Lười Biếng Dịu Dàng Dễ Phối Xuân Thu Mẫu Mới Năm 2022 Áo Len Nữ Áo Khoác Cardigan,80.000 ₫,https://www.lazada.vn/products/ao-mau-ngan-co-v-det-kim-phong-cach-luoi-bieng-diu-dang-de-phoi-xuan-thu-mau-moi-nam-2022-ao-len-nu-ao-khoac-cardigan-i1909822819.html,30,30,,"109 Đã bán
(32)
Nước ngoài",lazada,woman,aolen,30,
"Áo khoác stick,áo khoác nỉ dài tay mũ có tai thỏ màu xanh form rộng chất nỉ mềm nam nữ mặc được phong cách Ulzzang",92.000 ₫,https://www.lazada.vn/products/ao-khoac-stickao-khoac-ni-dai-tay-mu-co-tai-tho-mau-xanh-form-rong-chat-ni-mem-nam-nu-mac-duoc-phong-cach-ulzzang-i2552435629.html,31,31,,Hà Nội,lazada,woman,aolen,31,
Áo Choàng Nữ Cardigan Modal Siêu Dài Mẫu Mỏng Phối Bên Ngoài Phong Cách Hàn Quốc Xuân Hè Áo Chống Nắng Áo Điều Hòa Dài Tay Áo Khoác Cỡ Lớn,90.000 ₫,https://www.lazada.vn/products/ao-choang-nu-cardigan-modal-sieu-dai-mau-mong-phoi-ben-ngoai-phong-cach-han-quoc-xuan-he-ao-chong-nang-ao-dieu-hoa-dai-tay-ao-khoac-co-lon-i1909777875.html,32,32,,"248 Đã bán
(59)
Nước ngoài",lazada,woman,aolen,32,
